tweet,label,raw
@user @user omg yeah the thing is that there can be a large range of price for the same item i once bought a bag for rm20+ but i also saw another shop selling it for rm60+ like wow,NOT,@USER @USER omg yeah the thing is that there can be a large range of price for the same item i once bought a bag for RM20+ but i also saw another shop selling it for RM60+ like wow
.@user it’s sad and scary that the french so-called justice system is ordering @user le pen to undergo psych eval because she dared to reveal the horrors of daesh / isis. the true crazies are radical muslims and liberals who protect them.,NOT,.@USER It’s sad and scary that the French so-called justice system is ordering @USER Le Pen to undergo psych eval because she dared to reveal the horrors of DAESH/ISIS. The true crazies are radical Muslims and liberals who protect them.
opportunist to the max. an evil lier also. url,OFF,Opportunist to the max. An evil lier also. URL
@user also - didn’t he just flat-out stop showing up to set for the freddie mercury biopic? that shit should kill his career...and here he is getting another gig!,NOT,@USER Also - Didn’t he just flat-out stop showing up to set for the Freddie Mercury biopic? That shit should kill his career...and here he is getting another gig!
@user they help him all along and now that he is better and ok and sober they cut him ??,NOT,@USER They help him all along and now that he is better and ok and sober they cut him ??
-she comes with a cage and with at least two months worth of food left and two food bowls. (together is a extra $30) cage was expensive! -she doesn’t have to be groomed yet due to the fact that she is still a puppy.  **she comes with the bigger cage.**  dm for more information! url,NOT,-She comes with a cage and with at least two months worth of food left and Two food bowls. (Together is a extra $30) cage was expensive! -She doesn’t have to be groomed yet due to the fact that she is still a puppy.  **she comes with the bigger cage.**  DM For more information! URL
president trump flying into las vegas to host maga rally url,NOT,President Trump flying into Las Vegas to host MAGA rally URL
@user i'm not an asshole libtard.,OFF,@USER I'm not an asshole libtard.
@user @user how about because he is useless?,NOT,@USER @USER How about because he is useless?
@user relatable url,NOT,@USER Relatable URL
@user he is the poster child for the gop,NOT,@USER He is the poster child for the GOP
@user honestly some tales are just incredible to me i’m surprised i didn’t think about them myself,NOT,@USER Honestly some tales are just incredible to me I’m surprised I didn’t think about them myself
@user because he is right the governor of puerto rico  puerto rico  is a fraud,OFF,@USER Because he is right the Governor of Puerto Rico 🇵🇷 is a FRAUD
@user @user nurse is valuable in his own end!?!? have you watched him play? he rarely gets the puck out in first attempt. also not all that spectacular defensively. not worth what he is holding out for.,OFF,@USER @USER Nurse is valuable in his own end!?!? Have you watched him play? He rarely gets the puck out in first attempt. Also not all that spectacular defensively. Not worth what he is holding out for.
"@user @user @user @user @user @user arms"" were / are to be regulated by law—those regulations aimed at near-universal armament / training with contemporary military grade design ""arms"" personally owned / possessed &amp; kept in the home—by ""the people"" 2a that is constitutional ""gun control"".""",NOT,"@USER @USER @USER @USER @USER @USER Arms"" WERE/ARE TO BE REGULATED BY LAW—those regulations aimed at near-universal armament/training with contemporary military grade design ""Arms"" personally owned/possessed &amp; kept in the HOME—by ""the people"" #2A that is CONSTITUTIONAL ""gun control""."""
@user good grief texas don't vote for this guy.,NOT,@USER Good grief Texas don't vote for this guy.
@user @user @user as long as the democrats tout gun control as a crime reduction tactic they'll lose.,NOT,@USER @USER @USER As long as the democrats tout gun control as a crime reduction tactic they'll lose.
@user nope. not going to miss his sorry ass at all.,OFF,@USER Nope. Not going to miss his sorry ass at all.
@user @user @user she is a classist.  note the rolls royce refernce.,NOT,@USER @USER @USER She is a classist.  Note the Rolls Royce refernce.
@user @user lil fun fact here skip who has a higher winning percentage in super bowls? that’s right. 12. check mate buddy,NOT,@USER @USER lil fun fact here skip who has a higher winning percentage in Super Bowls? That’s right. #12. Check mate buddy
@user no the person also needs to change because she is a remainer why she was put in charge of brexit negotiations i have no clue  unamused face ,NOT,@USER No the person also needs to change because she is a remainer why she was put in charge of brexit negotiations i have no clue 😒
@user @user @user @user pre-existing clause is still there. that’s the one good thing about aca. the only ones i hear talking about taking it away is the liberals. it’s a scare tactic imo.,NOT,@USER @USER @USER @USER Pre-existing clause is still there. That’s the one good thing about ACA. The only ones I hear talking about taking it away is the liberals. It’s a scare tactic IMO.
@user @user you are so funny,NOT,@USER @USER you are so funny
@user never trusted his ass,NOT,@USER never trusted his ass
@user “because you are alone” dang mama chu isn’t taking any prisoners,NOT,@USER “Because you are alone” dang Mama Chu isn’t taking any prisoners
@user yea that’s a crazy ass story. like how do you go into the wrong apartment. there’s numbers on doors. and wouldn’t you notice as soon as you walk in and it ain’t your shit  woman shrugging light skin tone  woman facepalming light skin tone ,OFF,@USER Yea that’s a crazy ass story. Like how do you go into the wrong apartment. There’s numbers on doors. And wouldn’t you notice as soon as you walk in and it ain’t your shit 🤷🏻‍♀️🤦🏻‍♀️
@user hey woodward: you are a silly old fart and do not know what is going on in the white house.  you are the one who has reached a mental stage yourself of alzheimers,OFF,@USER Hey Woodward: You are a silly old fart and do not know what is going on in the White House.  You are the one who has reached a mental stage yourself of Alzheimers
@user she is! one of my favourites. brilliant. her short stories wonderful too.,NOT,@USER She IS! One of my favourites. Brilliant. Her short stories wonderful too.
@user you are your daddy's first mistake.,NOT,@USER You are your daddy's first mistake.
@user he had to talk about how great he was because nobody else was.,NOT,@USER He had to talk about how great he was because nobody else was.
.@user thinks he is a funny man. but “think” is the key word...because he isn’t that funny. all in on lonnie isnt funny marchon from walker,NOT,.@USER thinks he is a funny man. But “think” is the key word...because he isn’t that funny. #ALLINOnLonnieIsntFunny #MarchOnFromWalker
@user robyn i was gonna make vegan scones but i ran out of fucking time.  blame my biochem lab,OFF,@USER Robyn I was gonna make vegan scones but I ran out of fucking time.  Blame my biochem lab
@user @user @user mark my words: bluewave 2018  water wave  water wave ,NOT,@USER @USER @USER Mark my words: #BLUEWAVE2018 🌊🌊
@user also “the left calls anyone it doesn’t like fascist”  &gt;calls everyone on the left antifa.,NOT,@USER Also “the left calls anyone it doesn’t like fascist”  &gt;Calls everyone on the left Antifa.
@user well if trumpster said it then it must be true he also have himself a 10 on handling cuba hurricane sad piece of something he is...,OFF,@USER Well if Trumpster said it then it must be true he also have himself a 10 on handling Cuba hurricane sad piece of something he is...
